Date,C,JPM,BAC,WFC,GS,BK
2015-09-11,38.363155364990234,47.62229919433594,12.913820266723633,39.613502502441406,151.21902465820312,30.64152717590332
2015-09-14,38.2730712890625,47.48528671264648,12.849414825439451,39.7264518737793,150.13343811035156,30.64152717590332
2015-09-15,39.038822174072266,48.39874649047851,13.131195068359377,40.253414154052734,152.99835205078125,31.028810501098633
2015-09-16,39.48177337646485,48.825042724609375,13.147300720214844,40.44160079956055,153.96966552734375,31.160480499267575
2015-09-17,38.77606201171875,47.69082260131836,12.76890468597412,39.30484390258789,152.18214416503906,30.835161209106445
2015-09-18,37.75505447387695,46.389122009277344,12.527371406555176,38.42405319213867,147.68484497070312,30.099342346191406
2015-09-21,38.07037734985352,46.77733612060547,12.640084266662598,38.80799102783203,149.6519012451172,30.54083824157715
2015-09-22,37.82262420654297,46.36628723144531,12.535422325134276,38.16055679321289,146.68902587890625,30.09159469604492
2015-09-23,37.6274299621582,46.16074752807617,12.656188011169434,38.22831344604492,146.43609619140625,30.068361282348633
2015-09-24,36.88419723510742,45.84104919433594,12.51931858062744,38.055171966552734,144.39556884765625,29.835983276367188
2015-09-25,37.950252532958984,46.79257583618164,12.793058395385742,38.75529861450195,146.77882385253906,30.67250061035156
2015-09-28,36.80911636352539,45.6583366394043,12.454912185668944,37.919647216796875,141.22048950195312,29.588123321533203
2015-09-29,36.786598205566406,45.5517692565918,12.358301162719728,38.31111907958984,140.27365112304688,29.774028778076172
2015-09-30,37.24454116821289,46.41194915771485,12.543475151062012,38.65742111206055,141.82444763183594,30.323944091796875
2015-10-01,37.45475387573242,46.75450897216797,12.51931858062744,38.72517395019531,143.66909790039062,30.48662757873535
2015-10-02,37.447261810302734,46.62416076660156,12.382452964782717,38.589656829833984,144.4771270751953,30.339454650878903
2015-10-05,38.408203125,47.55189895629883,12.632036209106444,39.45540237426758,147.48892211914062,31.098527908325195
2015-10-06,38.33312225341797,47.574893951416016,12.632036209106444,39.169334411621094,147.17880249023438,30.95134925842285
2015-10-07,38.52833557128906,47.63623046875,12.680344581604004,39.289794921875,148.7377471923828,31.408348083496097
2015-10-08,38.77606201171875,47.63623046875,12.680344581604004,39.55327606201172,147.79098510742188,31.656192779541016
2015-10-09,38.57337188720703,47.48288345336914,12.543475151062012,39.25215148925781,146.25648498535156,31.330883026123047
2015-10-12,38.498294830322266,47.32188034057617,12.495169639587402,39.28226089477539,147.10536193847656,31.338619232177734
2015-10-13,38.445743560791016,47.191532135009766,12.495169639587402,39.041358947753906,147.7093505859375,30.858402252197266
2015-10-14,38.07787322998047,45.99544906616211,12.591782569885254,38.77033996582031,146.5176239013672,30.409164428710938
2015-10-15,39.76705551147461,47.45221710205078,13.034584999084473,39.66619491577149,150.96603393554688,31.3541259765625
2015-10-16,39.55685043334961,47.86624526977539,12.978229522705078,39.80925369262695,151.14553833007812,31.36187744140625
2015-10-19,39.684478759765625,47.70524215698242,12.99433135986328,39.56834030151367,151.6026611328125,31.11400604248047
2015-10-20,39.66945266723633,47.93524932861328,13.04263687133789,39.959808349609375,151.41490173339844,31.950532913208008
2015-10-21,38.89619445800781,47.58256912231445,12.801105499267578,39.98991394042969,146.67274475097656,31.632966995239254
2015-10-22,39.42171478271485,48.4489631652832,13.0104341506958,40.69757080078125,149.82327270507812,32.260353088378906
2015-10-23,40.27005386352539,48.970314025878906,13.30026912689209,41.21702194213867,151.40673828125,32.72509002685547
2015-10-26,39.87216567993164,48.993316650390625,13.292217254638672,40.87073516845703,152.63922119140625,32.446250915527344
2015-10-27,39.49679183959961,48.793968200683594,13.203660011291504,40.74273681640625,152.06785583496094,32.30682373046875
2015-10-28,41.08837127685547,50.22007369995117,13.912149429321287,41.74399948120117,156.15711975097656,33.3602294921875
2015-10-29,40.32190704345703,49.99771881103515,13.759178161621094,41.47297286987305,154.9898681640625,33.01030349731445
2015-10-30,39.95370864868164,49.26167297363281,13.509593963623049,40.75779342651367,153.03916931152344,32.388187408447266
2015-11-02,40.44965362548828,50.250732421875,13.73501968383789,41.29230117797851,154.8185272216797,32.85477066040039
2015-11-03,40.697628021240234,50.434757232666016,13.831635475158691,41.35252380371094,155.6428680419922,33.16582489013672
2015-11-04,40.44965362548828,50.48842239379883,13.694775581359863,41.37147521972656,156.42637634277344,33.119163513183594
2015-11-05,40.69011688232422,50.94078826904297,13.936296463012695,41.583717346191406,156.72845458984375,33.66350173950195
2015-11-06,41.982574462890625,52.48955535888672,14.451568603515623,42.334129333496094,162.5643310546875,34.36336898803711
2015-11-09,41.86232376098633,51.66917419433594,14.234188079833984,42.04608917236328,160.5972900390625,33.95899963378906
2015-11-10,41.92996597290039,51.89152145385742,14.371049880981444,42.379608154296875,161.45433044433594,33.92789077758789
2015-11-11,41.253684997558594,51.63850021362305,14.290545463562012,42.296234130859375,161.1114959716797,34.0911979675293
2015-11-12,40.171607971191406,50.603424072265625,13.984606742858888,41.81869888305664,157.34060668945312,33.57796096801758
2015-11-13,39.95370864868164,50.26606750488281,13.847738265991213,41.36389923095703,155.3980255126953,33.18137741088867
2015-11-16,40.344444274902344,50.99446487426758,14.032913208007812,41.89447784423828,156.84271240234375,33.38356399536133
2015-11-17,40.19416427612305,50.70310974121094,14.024866104125977,41.659515380859375,155.5449676513672,33.36800765991211
2015-11-18,41.31379318237305,51.715179443359375,14.36300277709961,42.19768905639648,158.06703186035156,34.21561813354492
2015-11-19,41.373905181884766,51.876182556152344,14.242238998413086,42.42509841918945,157.5527801513672,34.08342361450195
2015-11-20,41.14097213745117,51.78417205810547,14.21003246307373,42.311378479003906,156.279541015625,34.0134391784668
2015-11-23,40.78779220581055,51.27814102172851,14.06511402130127,42.144630432128906,154.41859436035156,33.95899963378906
2015-11-24,40.712646484375,51.20148086547851,14.06511402130127,41.902069091796875,153.99412536621094,33.9667854309082
2015-11-25,40.63751220703125,51.26280975341797,14.040963172912598,41.856597900390625,154.38587951660156,34.161190032958984
2015-11-27,40.73519515991211,51.50050354003906,14.073163986206056,41.98544692993164,155.46334838867188,34.1223030090332
2015-11-30,40.6450309753418,51.12480163574219,14.032913208007812,41.7656364440918,155.62709045410156,34.0911979675293
2015-12-01,41.23865509033203,51.83784484863281,14.33885383605957,42.22800827026367,158.1250762939453,34.14562225341797
2015-12-02,40.68259048461914,51.10946273803711,14.225818634033203,41.750484466552734,155.82366943359375,33.81903076171875
2015-12-03,40.20919418334961,50.450077056884766,13.967462539672852,41.08342742919922,151.67955017089844,33.42244338989258
2015-12-04,41.396461486816406,52.052528381347656,14.371143341064451,42.19768905639648,155.60255432128906,34.26227951049805
2015-12-07,40.87796401977539,51.37016296386719,14.16122817993164,42.008182525634766,151.91705322265625,33.896785736083984
2015-12-08,40.1190185546875,50.57276916503906,13.878650665283203,41.23504638671875,149.8122100830078,33.55463409423828
2015-12-09,39.68318557739258,50.189414978027344,13.805991172790527,41.02279281616211,148.00218200683594,32.971412658691406
2015-12-10,39.56296157836914,50.30441665649414,13.886722564697266,41.18955612182617,149.1488037109375,32.87032699584961
2015-12-11,38.4057502746582,49.12367248535156,13.507258415222168,40.408817291259766,144.60333251953125,31.703882217407227
2015-12-14,38.398231506347656,49.27700424194336,13.563777923583984,40.32543182373047,144.4722900390625,31.408390045166016
2015-12-15,39.465274810791016,50.68009567260742,14.06434440612793,41.621620178222656,149.0668487548828,32.69147491455078
2015-12-16,40.50224685668945,51.77650833129883,14.330775260925291,42.334129333496094,152.50672912597656,33.2047004699707
2015-12-17,39.70572662353515,50.81812286376953,13.967462539672852,42.04608917236328,149.5583038330078,32.08492660522461
2015-12-18,38.480899810791016,49.37669372558594,13.53148078918457,40.77266311645508,143.7270050048828,31.276195526123047
2015-12-21,38.916725158691406,50.250732421875,13.701030731201172,40.94700622558594,145.57794189453125,31.563905715942383
2015-12-22,39.08204650878906,50.35807800292969,13.789838790893556,41.18955612182617,147.461669921875,31.874975204467773
2015-12-23,39.54792404174805,51.16313171386719,13.999757766723633,41.72014999389648,149.8367462158203,32.154903411865234
2015-12-24,39.6080436706543,51.06346130371094,13.943238258361816,41.55339431762695,149.44363403320312,32.061588287353516
2015-12-28,39.36007308959961,50.89479064941406,13.830206871032717,41.4472770690918,148.74746704101562,31.991609573364254
2015-12-29,39.81092834472656,51.423831939697266,13.951312065124512,41.9096565246582,150.311767578125,32.442626953125
2015-12-30,39.299949645996094,51.05580520629883,13.765619277954102,41.6064567565918,149.0668487548828,32.10047149658203
2015-12-31,38.88667678833008,50.626434326171875,13.587998390197754,41.20471954345703,147.60906982421875,32.05380630493164
2016-01-04,38.42078399658203,49.105865478515625,13.265052795410156,40.10562896728515,145.07835388183594,31.081771850585938
2016-01-05,38.21790313720703,49.190773010253906,13.265052795410156,40.090457916259766,142.5803985595703,30.965133666992188
2016-01-06,37.66183090209961,48.48066329956055,12.98247241973877,39.32488632202149,139.09963989257812,30.18752098083496
2016-01-07,35.7381706237793,46.520118713378906,12.514198303222656,38.20305633544922,134.82443237304688,29.425437927246097
2016-01-08,34.66361999511719,45.47811508178711,12.271987915039062,37.56632995605469,134.2675018310547,28.888870239257812
2016-01-11,35.204647064208984,45.408653259277344,12.360799789428713,37.96807098388672,135.73350524902344,29.09882926940918
2016-01-12,35.2271842956543,45.50898361206055,12.360799789428713,38.93071746826172,135.71713256835938,29.332120895385746
2016-01-13,33.95726776123047,44.258583068847656,12.029778480529783,37.6951789855957,130.21343994140625,28.35230255126953
2016-01-14,34.10002899169922,44.92237091064453,12.102441787719728,38.384971618652344,132.17904663085938,28.8266658782959
2016-01-15,31.913373947143555,44.027008056640625,11.674535751342772,37.00541305541992,127.4451675415039,27.82351875305176
2016-01-19,31.51510429382324,44.00385665893555,11.49691390991211,36.54304504394531,128.43618774414062,27.940166473388672
2016-01-20,30.42552947998047,42.84606170654297,11.052865028381348,36.28531265258789,125.92188262939452,27.582456588745117
2016-01-21,30.170045852661133,42.6453742980957,10.786429405212402,36.39143371582031,124.20193481445312,26.680408477783203
2016-01-22,30.853845596313477,43.957542419433594,10.947905540466309,37.15701675415039,128.468994140625,27.33361434936523
2016-01-25,29.719181060791016,42.96184158325195,10.463488578796388,36.12613296508789,123.767822265625,26.960357666015625
2016-01-26,30.433040618896484,44.057891845703125,10.746064186096191,36.58094024658203,126.49514770507812,27.652441024780273
2016-01-27,30.478130340576172,44.027008056640625,10.786429405212402,36.8159065246582,125.89722442626952,27.55135154724121
2016-01-28,30.38785171508789,44.21224594116211,10.923683166503906,37.08121871948242,128.63279724121094,27.504688262939453
2016-01-29,32.035526275634766,45.92579650878906,11.416178703308104,38.074188232421875,132.3182830810547,28.30169677734375
2016-02-01,31.960277557373047,45.43180847167969,11.27085304260254,37.8543701171875,130.7539520263672,27.739099502563477
2016-02-02,30.41042137145996,44.01929473876953,10.681475639343262,37.012996673583984,124.24286651611328,26.793636322021484
2016-02-03,30.365280151367188,44.3126106262207,10.51999855041504,36.35988998413086,125.04549407958984,26.832700729370117
2016-02-04,30.688793182373047,45.07674789428711,10.69762134552002,36.85639190673828,128.1659393310547,27.309350967407227
2016-02-05,29.98910140991211,44.57503509521485,10.455410957336426,36.558494567871094,128.14955139160156,26.92647171020508
2016-02-08,28.446754455566406,43.641090393066406,9.90640354156494,35.5196418762207,122.23634338378906,26.02006721496582
2016-02-09,28.221040725708008,43.37865447998047,9.849886894226074,35.481449127197266,121.4172821044922,26.25447654724121
2016-02-10,28.145809173583984,42.85379409790039,9.672264099121094,35.26756286621094,120.58196258544922,26.22321891784668
2016-02-11,26.31757545471191,40.96272659301758,9.01021957397461,34.49605941772461,115.2256851196289,25.582496643066406
2016-02-12,28.24361228942871,44.374359130859375,9.648045539855955,36.13835906982422,119.68099975585938,26.43420028686523
2016-02-16,29.259302139282227,45.03813934326172,9.890252113342283,36.84877014160156,122.04796600341795,26.996795654296875
2016-02-17,29.928909301757812,45.362335205078125,10.140536308288574,36.76473236083984,123.6204071044922,27.278093338012695
2016-02-18,29.281869888305664,44.621341705322266,9.882182121276855,36.459197998046875,120.99141693115234,26.988985061645508
2016-02-19,29.334548950195312,44.62906265258789,9.793373107910156,36.73418426513672,120.3198471069336,27.293729782104492
2016-02-22,29.733293533325195,45.20796203613281,10.124391555786133,37.574440002441406,121.8595733642578,27.68440818786621
2016-02-23,28.755220413208008,43.31690216064453,9.81759262084961,36.741817474365234,118.68185424804688,27.395301818847656
2016-02-24,28.657424926757812,43.33233642578125,9.793373107910156,36.36752700805664,119.21417999267578,27.168691635131836
2016-02-25,29.05616569519043,44.00385665893555,9.946772575378418,36.474464416503906,121.4172821044922,27.606271743774418
2016-02-26,29.71824836730957,44.41294479370117,10.25357151031494,36.71891021728515,123.05535888671876,28.22355842590332
2016-02-29,29.229211807250977,43.45583724975586,10.10824489593506,35.8404541015625,122.99771881103516,27.653154373168945
2016-03-01,31.049924850463867,45.694236755371094,10.649181365966797,37.21541595458984,127.20925903320312,28.75490951538086
2016-03-02,31.76466941833496,46.1264762878418,10.867997169494627,37.86470031738281,126.8390655517578,29.23936653137207
2016-03-03,32.22361373901367,46.280860900878906,10.940937995910645,38.0174674987793,127.76861572265624,29.45033264160156
2016-03-04,32.22361373901367,46.350318908691406,10.973356246948242,38.27718353271485,129.0106964111328,29.762893676757812
2016-03-07,32.058082580566406,46.26541519165039,10.965249061584473,38.24662780761719,127.78507232666016,29.825393676757812
2016-03-08,30.88440322875977,45.37005233764648,10.584345817565918,37.46748733520508,124.7004623413086,29.294065475463867
2016-03-09,30.95964813232422,45.63248825073242,10.64918041229248,37.26888656616211,123.31033325195312,29.020566940307617
2016-03-10,31.125164031982425,45.23883056640625,10.754533767700195,37.05500030517578,124.22339630126952,28.80960273742676
2016-03-11,32.34398651123047,45.80229568481445,11.175966262817385,38.24662780761719,126.62525177001952,29.497211456298828
2016-03-14,32.10322952270508,45.63248825073242,11.054399490356444,38.10150146484375,126.2551040649414,29.403451919555664
2016-03-15,32.04304122924805,45.694236755371094,10.99767017364502,38.17787551879883,125.05414581298828,29.294065475463867
2016-03-16,31.77218246459961,45.47811508178711,10.786954879760742,37.84178924560547,123.82852935791016,29.044010162353516
2016-03-17,32.23865509033203,45.34689712524414,10.859892845153809,37.98691177368164,125.77803802490234,29.20811462402344
2016-03-18,32.757789611816406,46.682228088378906,11.175966262817385,38.60565185546875,129.6358184814453,29.809768676757812
2016-03-21,32.80293655395508,46.66678237915039,11.216487884521484,38.70494842529297,128.55821228027344,29.794145584106445
2016-03-22,32.63740921020508,46.49698257446289,11.151654243469238,38.47578430175781,126.8390655517578,29.583173751831055
2016-03-23,31.877519607543945,46.26541519165039,11.038190841674805,38.00983810424805,126.74042510986328,29.31748962402344
2016-03-24,31.55400276184082,45.91035461425781,11.086817741394045,37.3529167175293,125.85205078125,29.12996482849121
2016-03-28,31.53896141052246,45.848609924316406,11.038190841674805,37.20013046264648,126.54296875,29.176841735839844
2016-03-29,31.388486862182617,45.56301498413086,10.876104354858398,36.7036247253418,127.52188110351562,28.887741088867188
2016-03-30,31.508865356445312,46.0878791809082,10.924728393554688,37.16194915771485,128.73098754882812,29.020566940307617
2016-03-31,31.41104507446289,45.70967102050781,10.957146644592283,36.9404296875,129.1258087158203,28.778345108032227
2016-04-01,31.95276260375977,46.21138000488281,10.989564895629885,37.0091667175293,131.46189880371094,28.856473922729492
2016-04-04,31.644290924072266,46.03254318237305,10.94904327392578,37.0473747253418,129.77566528320312,28.942432403564453
2016-04-05,31.230487823486328,45.37937927246094,10.689702987670898,36.291133880615234,127.78507232666016,28.536117553710938
2016-04-06,31.49381446838379,45.72929000854492,10.754533767700195,36.72654342651367,127.6534423828125,28.887741088867188
2016-04-07,30.297557830810547,44.570701599121094,10.414155006408691,35.84810256958008,123.72161865234376,27.8719482421875
2016-04-08,30.448036193847656,44.89728164672851,10.438464164733888,35.955047607421875,123.6147003173828,27.731298446655273
2016-04-11,30.93707275390625,45.25495910644531,10.511404991149902,35.92448806762695,125.1939926147461,28.02040100097656
2016-04-12,31.52391815185547,46.09474563598633,10.754533767700195,36.4897346496582,126.92957305908205,28.23137855529785
2016-04-13,33.29195785522461,48.04646682739258,11.175966262817385,37.45221328735352,131.48660278320312,29.520652770996097
2016-04-14,33.841190338134766,48.66851806640625,11.459619522094728,37.26888656616211,132.3584747314453,29.739442825317383
2016-04-15,33.796043395996094,48.10866165161133,11.346160888671877,36.85639190673828,130.392578125,29.57535171508789
2016-04-18,33.93899154663086,48.41970443725586,11.483935356140137,37.307071685791016,130.80386352539062,29.934789657592773
2016-04-19,34.33021926879883,49.23614883422851,11.710854530334473,38.10150146484375,133.7897186279297,30.34891891479492
2016-04-20,35.165340423583984,49.95153045654297,12.099863052368164,38.53690719604492,137.35145568847656,31.036535263061523
2016-04-21,35.06001281738281,49.45387649536133,12.075553894042969,38.231346130371094,135.98605346679688,31.80230712890625
2016-04-22,35.338382720947266,49.741573333740234,12.245747566223145,38.6667594909668,137.16226196289062,32.083587646484375
2016-04-25,35.127723693847656,49.45387649536133,12.124178886413574,38.582725524902344,135.7967987060547,31.77886199951172
2016-04-26,35.43618392944336,49.7104606628418,12.229538917541504,38.89591217041016,136.4137420654297,32.216426849365234
2016-04-27,35.609230041503906,49.85044860839844,12.17280387878418,38.90354919433594,137.3021240234375,32.2555046081543
2016-04-28,35.195003509521484,49.45387649536133,11.986403465270996,38.506343841552734,135.1387481689453,31.75541114807129
2016-04-29,34.8560791015625,49.142845153808594,11.800003051757812,38.17787551879883,134.99069213867188,31.574953079223633
2016-05-02,35.157344818115234,49.601619720458984,11.970195770263672,38.64384460449219,136.6934051513672,31.99081039428711
2016-05-03,34.321327209472656,48.64520263671875,11.63791847229004,38.19316864013672,134.19284057617188,31.23753547668457
2016-05-04,33.63595962524414,47.87540435791016,11.451513290405272,37.66975784301758,131.66754150390625,30.82167625427246
2016-05-05,33.31210708618164,47.61878967285156,11.386679649353027,37.68514633178711,131.22341918945312,30.915828704833984
2016-05-06,33.447669982910156,47.89871597290039,11.43530559539795,37.73133087158203,130.6640625,31.017822265625
2016-05-09,33.056026458740234,47.59547805786133,11.338054656982422,37.62357711791992,129.56179809570312,30.89228248596191
2016-05-10,33.77153015136719,48.240848541259766,11.589290618896484,38.02382278442383,132.7780303955078,31.574953079223633
2016-05-11,33.49287414550781,48.06201934814453,11.508244514465332,37.77752304077149,131.13290405273438,31.28461456298828
2016-05-12,33.138877868652344,48.03090286254883,11.459619522094728,37.86988067626953,130.02249145507812,31.182615280151367
2016-05-13,32.46855926513672,47.587684631347656,11.248906135559082,37.1309700012207,127.77680206298828,30.94721221923828
2016-05-16,32.49869918823242,47.94537353515625,11.289427757263184,37.154056549072266,127.8097686767578,31.182615280151367
2016-05-17,32.91292953491211,47.94537353515625,11.35426139831543,36.65373229980469,127.20925903320312,31.261079788208008
2016-05-18,34.54728317260742,49.79600524902344,11.90536403656006,37.446537017822266,131.56060791015625,32.28114318847656
2016-05-19,33.937225341796875,49.29059219360352,11.775691032409668,37.238731384277344,127.25041961669922,32.037906646728516
2016-05-20,33.816715240478516,49.3838996887207,11.767586708068848,37.52351379394531,127.0940933227539,32.226219177246094
2016-05-23,33.974884033203125,49.34501647949219,11.727065086364746,37.485015869140625,127.86731719970705,32.14775466918945
2016-05-24,34.53975296020508,50.18479537963867,11.897257804870604,37.86988067626953,129.62757873535156,32.704864501953125
2016-05-25,35.353153228759766,50.94682693481445,12.091760635375977,38.87049865722656,132.63818359375,33.120723724365234
2016-05-26,34.72803497314453,50.5658073425293,11.91346549987793,38.908992767333984,130.9683380126953,32.9794921875
2016-05-27,35.0820198059082,50.8768424987793,12.059348106384276,39.1399040222168,131.7613067626953,33.167808532714844
2016-05-31,35.074493408203125,50.75242614746094,11.986403465270996,39.039852142333984,131.71995544433594,33.00302505493164
2016-06-01,35.353153228759766,51.079010009765625,12.083989143371582,39.25536346435547,132.12469482421875,33.15211868286133
2016-06-02,35.37575912475586,51.172325134277344,12.149042129516602,39.34003448486328,131.55477905273438,33.08150100708008
2016-06-03,34.18576431274414,50.26255798339844,11.72618579864502,38.63189697265625,128.57313537597656,32.579322814941406
2016-06-06,34.44937515258789,50.76020812988281,11.807503700256348,38.862815856933594,129.72116088867188,33.26197052001953
2016-06-07,34.298744201660156,50.58913803100586,11.669261932373049,38.69347381591797,128.16018676757812,32.987342834472656
2016-06-08,34.31379699707031,50.736873626708984,11.734318733215332,38.48564529418945,127.7224578857422,33.00302505493164
2016-06-09,33.89957046508789,50.34809112548828,11.53915023803711,37.82369613647461,126.5083465576172,32.68132019042969
2016-06-10,33.06356430053711,49.64049530029297,11.246405601501465,37.20792388916016,123.79928588867188,32.3596076965332
2016-06-13,32.5062370300293,49.19728088378906,11.059369087219238,36.923133850097656,122.75859832763672,32.1399040222168
2016-06-14,31.602439880371097,48.27196502685547,10.782885551452637,36.08415222167969,120.74331665039062,31.504331588745117
2016-06-15,31.64008522033691,48.186424255371094,10.847943305969238,36.007179260253906,120.7185287475586,31.59063148498535
2016-06-16,31.722936630249023,48.38081741333008,10.823545455932615,36.06106185913086,121.10672760009766,31.512168884277344
2016-06-17,31.99407958984375,48.42747497558594,10.896730422973633,35.86862564086914,120.28910064697266,31.43370246887207
2016-06-20,32.23509216308594,48.49745178222656,11.010578155517578,36.12263107299805,122.03179168701172,31.7161808013916
2016-06-21,32.32547378540039,48.94845962524414,11.07563304901123,36.35355758666992,122.52734375,31.731876373291016
2016-06-22,32.144718170166016,48.7618408203125,11.067503929138184,36.153411865234375,122.35387420654295,31.85742950439453
2016-06-23,33.48533248901367,49.80379486083984,11.417171478271484,36.876949310302734,126.0871124267578,32.595008850097656
2016-06-24,30.352201461791992,46.34357833862305,10.571456909179688,35.183589935302734,117.16703033447266,29.809450149536133
2016-06-27,28.981460571289062,44.79619598388672,9.904640197753906,34.64478302001953,115.22606658935548,28.15380859375
2016-06-28,30.45764541625977,46.281368255615234,10.327500343322754,35.4837646484375,117.62125396728516,28.86784553527832
2016-06-29,31.722936630249023,47.587684631347656,10.72596263885498,36.153411865234375,120.17339324951172,29.817296981811523
2016-06-30,31.92629623413086,48.31861877441406,10.791016578674316,36.43052673339844,122.71730041503906,30.484262466430664
2016-07-01,31.76060676574707,48.00517654418945,10.652775764465332,36.1995964050293,122.44471740722656,29.84868812561035
